paper_id,paper_id_note,source_institute,source_file,source_row,citation_raw,cite_key,matched_by,match_score,labeled,excluded,exclusion_reason,exclusion_reason_raw,power_correct,power_correct_raw,data_correct,data_correct_raw,review_category,review_category_raw,n_trt,n_levels,comment_levels,n_outer,n_2nd,n_3rd,n_4th,unit_rand,ind_samp_unit,restricted_rand_raw,icc,n_long,stepped_wedge_raw,data_done,data_should,data_comment,power_done,power_should,restricted_rand,stepped_wedge,source_note,source_doi,source_pmid,reason_source
DCYTWR4N,,NHLBI,crt_review_table_112.tex,94,Mann et al.,mannImpactClinicalDecision2020,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,patient visit within practitioner within practice,33,541,100573,,practice,practice,no,NR,1,no,GEE with logit link accounting for clustering within practice,Account for clustering within practitioner and practice,"Did not account for repeated visits by the same patient, which adds another level of clustering",Not reported,Account for clustering by practice and practitioner,no,no,,,,
T3W2WZCX,,NHLBI,crt_review_table_112.tex,95,Mansour-Assi et al.,mansour-assiSocialMobileApproaches2022,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6PNE2R2W,,NHLBI,crt_review_table_112.tex,96,Martinez et al.,martinezImpactCAPTUREChronic2025,cite_key_author_year,100,1,0,,,yes,yes,yes,yes,,,2,1,patient within primary care practice,100,4679,,,practice,practice,no,0.076,1,no,GEE accounting for clustering,Account for clustering,Yay,Accounted for clustering,Account for clustering,no,no,,,,
28SJBT73,,NHLBI,crt_review_table_112.tex,97,McLoughlin et al.,mcloughlinUsingImplementationMapping2025,cite_key_author_year,100,1,1,pilot_study,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQVNQR33,,NHLBI,crt_review_table_112.tex,98,McQuaid et al.,mcquaidAddressingPediatricAsthma2025,cite_key_author_year,100,1,1,stepped_wedge_design,stepped wedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W95M9S6N,,NHLBI,crt_review_table_112.tex,99,Mercer et al.,mercerStrengtheningReferralNetworks2019,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,participant within clinic,8,200,,,clinic,clinic,"yes, stratified",0.02--0.06,1,no,Generalized linear mixed model accounting for clustering,Account for clustering and stratification,,Accounted for clustering,Account for clustering and stratification,yes,no,,,,
9LX3EYI2,,NHLBI,crt_review_table_112.tex,100,Miller et al.,millerMasteryorientedMotorCompetence2023,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,child within classroom,12,112,,,classroom,classroom,no,NR,1,no,Does not account for clustering,Account for clustering,,Does not account for clustering,Account for clustering,no,no,,,,
7KTF6M73,,NHLBI,crt_review_table_112.tex,101,Mills et al.,millsImplementationMultifacetedPatientCentered2020,cite_key_author_year,95,1,0,,,yes,yes,yes,yes,,,2,1,patient within federally qualified health center,36,1260,,,federally qualified health center,federally qualified health center,no,0.063,1,no,Mixed model accounting for clustering,Mixed model accounting for clustering,Well described,Accounted for clustering,Account for clustering,no,no,,,,
GMFGJ3S5,,NHLBI,crt_review_table_112.tex,102,Miranda et al.,mirandaEffectPriestLedIntervention2020,cite_key_author_year,89,1,0,,,no,no,no,no,,,2,1,participant within parish,12,1488,,,parish,parish,"yes, pair matching based on parish size",CV = 0.07,2,no,Accounted for clustering,Account for clustering and pairing,Well described,Accounted for clustering,Account for clustering and pairing,yes,no,,,,
R4ZI2TKH,,NHLBI,crt_review_table_112.tex,103,Moreno et al.,morenoClusterrandomizedControlledTrial2021,cite_key_author_year,100,1,1,duplicate_group_random_drop,"second study by same group, excluded randomly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT3UR2AB,,NHLBI,crt_review_table_112.tex,104,Morshed et al.,morshedImpactHealthyWeight2019,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQNBSQLX,,NHLBI,crt_review_table_112.tex,105,Mukhopadhyay et al.,mukhopadhyayClusterRandomizedTrialComparing2023,cite_key_title_tiebreak,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3XSIHDW,,NHLBI,crt_review_table_112.tex,106,Mukhopadhyay et al.,mukhopadhyayDesignPilotImplementation2023,cite_key_title_tiebreak,100,1,1,duplicate_group_random_drop,"second study by same group, excluded randomly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2BDG7GVP,,NHLBI,crt_review_table_112.tex,107,Nanney et al.,nanneyGroupRandomizedIntervention2019,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,student within school,16,NR,,,school,school,"yes, by wave",NR,2,no,Wilcoxon test,Account for clustering by school and stratification by wave,Impossible to read,Not reported,Account for clustering by school and by wave,yes,no,,,,
ME2XJGEW,,NHLBI,crt_review_table_112.tex,108,Nicolau et al.,nicolauDoesPriorCoronary2019,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLQA5RI6,remapped from QQ3EW96Q (NCI/NHLBI duplicate merge),NHLBI,crt_review_table_112.tex,109,Ockene et al.,ockeneTeachingMedicalStudents2021,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,student within medical school,8,915,,,medical school,medical school,"yes, pair matching",NR,2,no,Two-level analysis of covariance,Account for correlation with pair matching and clustering,Unclear,Not reported,Account for clustering and pair matching,yes,no,,,,
XFPCQLGP,,NHLBI,crt_review_table_112.tex,110,Ogedegbe et al.,ogedegbeHealthInsuranceCoverage2018,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,participant within community health center,32,757,,,community health center,community health center,"yes, pair matching and stratified by wave",0.06,2,no,Accounted for clustering,Account for both clustering and pair matching,Missed the pair matching,Accounted for clustering,Account for clustering and pair matching,yes,no,,,,
4TRC3UDD,,NHLBI,crt_review_table_112.tex,111,Olomu et al.,olomuImprovingDiabeticPatients2022,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,3,patient within team within federally qualified health center within county,3,12,17,378,team,county,"yes, matching within county",0.002,5,no,Accounted for clustering within team only,"Account for clustering within team, FQHC, and county",Very small number of counties,Accounted for clustering within team,"Account for clustering within team, FQHC, and county",yes,no,,,,
Y7PRFE3Z,,NHLBI,crt_review_table_112.tex,112,Olson et al.,olsonWeightLossMaintenance2025,cite_key_author_year,100,1,0,,,no,no,yes,yes,,,2,1,trucker within terminal,22,452,,,terminal,terminal,no,NR,3,no,GEE accounting for clustering of truckers within terminals,Account for clustering of truckers within terminals,GEE on 22 clusters,Did not account for clustering,Account for clustering,no,no,,,,
UPVYYFVQ,,NHLBI,crt_review_table_112.tex,113,Pacheco et al.,pachecoEffectsDifferentAllotments2021,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,participant within family,72,up to 3 per family,,,family,family,no,NR,3,no,t-test not accounting for clustering within family,Account for clustering within family,Additional clustering level of health promoters not mentioned in the study,Did not account for clustering,Account for clustering,no,no,,,,
GYRIVJLS,,NHLBI,crt_review_table_112.tex,114,Paez et al.,paezRoboticElectromagneticBronchoscopy2024,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,patient within OR day,202,400,,,OR day,OR day,no,NR,1,no,"Accounted for clustering by surgeon/operator, not by OR day",Account for clustering by OR day,Keith noted analysis not done correctly,"Accounted for clustering by surgeon/operator, not by OR day",Account for correlation within OR day,no,no,,,,
H7N83IW2,,NHLBI,crt_review_table_112.tex,115,Paniagua-Avila et al.,paniagua-avilaEvaluatingMulticomponentProgram2020,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,participant within health district within department,5,36,44 per health district (total 1584),,health district,department,"yes, stratified by department",0.55,1,no,Mixed model accounting for clustering,Account for clustering and stratification,Beautifully written,Z-test accounting for clustering,Account for clustering and stratification,yes,no,,,,
QJRBBVLY,,NHLBI,crt_review_table_112.tex,116,Panniyammakal et al.,panniyammakalFamilyBasedInterventionsPromote2025,cite_key_author_year,94,1,0,,,yes,yes,yes,yes,,,2,1,patient within family,750,1671,,,family,family,no,0.10,1,no,GEE accounting for clustering,Account for clustering,,Monte Carlo simulation or GEE accounting for clustering,Account for clustering,no,no,,,,
ZQ2U7SAI,,NHLBI,crt_review_table_112.tex,117,Pannu et al.,pannuOptimizationInspiredOxygen2025,cite_key_author_year,100,1,1,stepped_wedge_design,stepped wedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6FZNPBXP,,NHLBI,crt_review_table_112.tex,118,Patel et al.,patelEffectivenessSchoolDrinking2023,cite_key_author_year,100,1,0,,,no,no,yes,yes,,,2,2,student within classroom within school,18,56,1249,,school,school,no,0.005,3,no,Mixed effect logistic regression accounting for clustering by school and student within classroom,"Account for clustering by school, student, and classroom",,Accounted for clustering within school,"Account for clustering within school, classroom, and student",no,no,,,,
YR23V33N,,NHLBI,crt_review_table_112.tex,119,Patterson et al.,pattersonEmergencyMedicalServices2023,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,clinician within EMS agency,36,678,,,agency,agency,"yes, biased coin minimization by type and size",0.07,1,no,Accounted for clustering within agency,Account for clustering and stratification,,Accounted for clustering within agency,Account for clustering and stratification,yes,no,,,,
ZPEDLYBK,,NHLBI,crt_review_table_112.tex,120,Pbert et al.,pbertPediatricPrimaryCare2024,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,participant within family within pediatric practice,20,NR,501,,practice,practice,"yes, matched pair randomization",0.01,3,no,General linear mixed effect model clustered by pediatric practice only,"Account for clustering within family, practice, and matched pair",Dropped the random effect that was inestimable,Accounted for clustering within practice,"Account for clustering within practice, family, and matched pair",yes,no,,,,
FTYU2BLT,,NHLBI,crt_review_table_112.tex,121,Perry et al.,perryResultsAsthmaEducation2018,cite_key_author_year,100,1,0,,,yes,yes,yes,yes,,,2,1,student within school district,19,383,,,school district,school district,no,0.01,1,no,Mixed effect model accounting for clustering,Mixed effect model accounting for clustering,To be verified with Keith,Accounted for clustering within school district,Account for clustering within school district,no,no,,,,
LGEECHQM,,NHLBI,crt_review_table_112.tex,122,Pfammatter et al.,pfammatterMHealthInterventionPreserve2020,cite_key_author_year,97,1,0,,,no,no,no,no,,,2,1,student within dormitory,NR,300,,,dormitory,dormitory,"yes, pair matching",0.01,3,no,Accounted for clustering,Account for clustering and matching,Cannot determine number of matched pairs or number of dormitories,Accounted for clustering,Account for clustering and pair matching,yes,no,,,,
WGQGTBTE,,NHLBI,crt_review_table_112.tex,123,Philis-Tsimikas et al.,philis-tsimikasDulceDigitalMeProtocol2022,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2HLT4Y2J,,NHLBI,crt_review_table_112.tex,124,Piyasiri et al.,piyasiriEffectivenessLonglastingInsecticideImpregnated2025,cite_key_author_year,96,1,0,,,no,no,no,no,,,2,3,participant within household within cluster within site,2,20,600,NR,cluster,site,no,Not used; design effect used instead,3,no,Did not account for clustering,"Account for clustering within household, cluster, and site",Status very unclear,Accounted for some clustering via design effect,Account for clustering by household and site,no,no,,,,
AT7Y2KKR,,NHLBI,crt_review_table_112.tex,125,Robbins et al.,robbinsInterventionEffectsGirls2019,cite_key_title_tiebreak,92,1,0,,,no,no,no,no,,,2,1,participant within school,24,1519,,,school,matched pair,"yes, pair matching",0.02,2,no,Mixed model accounting for clustering only,Account for clustering and matching,Did not account for pair matching,Accounted for clustering,Account for clustering and pair matching,yes,no,,,,
BJM4IT6J,,NHLBI,crt_review_table_112.tex,126,Robinson et al.,robinsonCommunitybasedMultilevelMultisetting2021,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBAQH3Y3,,NHLBI,crt_review_table_112.tex,127,Robinson et al.,robinsonProtocolClusterRandomized2023,cite_key_author_year,100,1,1,duplicate_group_random_drop,"second study by same group, excluded randomly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZN4GPW43,,NHLBI,crt_review_table_112.tex,128,Rosales et al.,rosalesMetaSaludDiabetes2021,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,participant within health clinic,22,518,,,clinic,clinic,"yes, stratified by clinic location",0.03,2,no,Mixed model accounting for clustering,Account for clustering and stratification,Used fixed effect for location; needs to ask Keith if that's acceptable,Accounted for clustering,Account for clustering and restricted randomization,yes,no,,,,
VXZHWRTC,,NHLBI,crt_review_table_112.tex,129,Rosenberg et al.,rosenbergSittingTimeReduction2024,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV6RHLHV,,NHLBI,crt_review_table_112.tex,130,Sabo et al.,saboMetaSaludDiabetes2018,cite_key_author_year,100,1,1,duplicate_group_random_drop,"second study by same group, excluded randomly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFJZH9TR,,NHLBI,crt_review_table_112.tex,131,Safford et al.,saffordDesignRationaleMulticenter2023,cite_key_author_year,100,1,0,,,no,no,no,no,,,4,1,participant within practice,69,1596,,,practice,practice,"yes, by state and type of practice",0.01,3,no,Accounted for clustering,Account for clustering and restricted randomization,To be verified with Keith,Accounted for clustering,Account for clustering and restricted randomization,yes,no,,,,
B34VFBK3,,NHLBI,crt_review_table_112.tex,132,Sanuade et al.,sanuadeFixeddoseCombinationTherapybased2023,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,patient within primary health care center,60,4427,,,health care center,health care center,"yes, stratified by baseline hypertension and baseline caseload",NR,1,no,Accounted for clustering,Account for clustering and restricted randomization,,Post-hoc power analysis accounting for clustering,Pre-hoc power analysis accounting for clustering and restricted randomization,yes,no,,,,
HPIL7WVW,remapped from D8CQJP9V (NCI/NHLBI duplicate merge),NHLBI,crt_review_table_112.tex,133,Schenker et al.,schenkerEffectOncologyNurseLed2021,cite_key_author_year,82,1,0,,,no,no,no,no,,,2,1,patient within community oncology clinic,17,672,,,clinic,clinic,"yes, stratified by type, size, and sex makeup",0.03,2,no,Accounted for clustering,Account for clustering and restricted randomization,,Accounted for clustering,Account for clustering and restricted randomization,yes,no,,,,
3UETLCGR,,NHLBI,crt_review_table_112.tex,134,Schlenz et al.,schlenzSuccessfulImplementationStroke2025,cite_key_author_year,100,1,0,,,no,no,no,no,,,3,1,patient within stroke center site,13,720,,,stroke center,stroke center,"yes, pair matching",NR,2,no,Generalized linear Poisson model accounting for clustering only,Account for both pair matching and clustering,Failed,"t-test, did not account for clustering",Account for both clustering and pair matching,yes,no,,,,
8EIXU8CQ,,NHLBI,crt_review_table_112.tex,135,Seguin-Fowler et al.,seguin-fowlerImprovementsMaintenanceClinical2022,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9QH3NF2M,,NHLBI,crt_review_table_112.tex,136,Semitala et al.,semitalaComparison3Optimized2024,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHKIB4RS,,NHLBI,crt_review_table_112.tex,137,Semler et al.,semlerOxygenSaturationTargetsCritically2022,cite_key_author_year,91,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XW5VH2RS,,NHLBI,crt_review_table_112.tex,138,Shi et al.,shiSolvingInsomniaElectronically2019,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GZ8L53HZ,,NHLBI,crt_review_table_112.tex,139,Silber et al.,silberPatientSafetyOutcomes2019,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML5BF6U5,,NHLBI,crt_review_table_112.tex,140,Smith et al.,smithCommunityInterventionReduce2025,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUUKHBPX,,NHLBI,crt_review_table_112.tex,141,Sobers et al.,sobersAssessingEffectivenessImplementation2021,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67EE29T7,,NHLBI,crt_review_table_112.tex,142,Sperl-Hillen et al.,sperl-hillenProtocolPatientRandomized2024,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMVQGBWN,,NHLBI,crt_review_table_112.tex,143,Stefan et al.,stefanUpdateStudyProtocol2021,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78NBYUH,,NHLBI,crt_review_table_112.tex,144,Tabak et al.,tabakDisseminatingImplementingLifestylebased2019,cite_key_author_year,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y526PL9L,,NHLBI,crt_review_table_112.tex,145,Takada et al.,takadaProtocolType32025,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPK22LGL,,NHLBI,crt_review_table_112.tex,146,Tan et al.,tanTELEhealthSharedDecisionmaking2024,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFJI363E,,NHLBI,crt_review_table_112.tex,147,VanEvery et al.,vaneveryImpactAvocadoIntake2023,cite_key_author_year,100,1,1,secondary_analysis,secondary outcomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKJXZKTF,,NHLBI,crt_review_table_112.tex,148,Victor et al.,victorClusterRandomizedTrialBloodPressure2018,cite_key_author_year,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ7YH2DN,,NHLBI,crt_review_table_112.tex,149,Vinson et al.,vinsonDecisionSupportIntervention2024,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3INBZHKN,,NHLBI,crt_review_table_112.tex,150,Vorderstrasse et al.,vorderstrasseRecruitmentEnrollmentParticipants2021,cite_key_author_year,100,1,1,implementation_study,implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVL564PH,,NHLBI,crt_review_table_112.tex,151,Ward et al.,wardKeysHealthyFamily2020,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MQ5HUF7T,,NHLBI,crt_review_table_112.tex,152,Warner et al.,warnerPracticalAnemiaBundle2025,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KQHQ9KMW,,NHLBI,crt_review_table_112.tex,153,Wilfley et al.,wilfleyTrainingModelsImplementing2020,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7UB2532H,,NHLBI,crt_review_table_112.tex,154,Williams et al.,williamsProtocolPaperStepped2020,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MCVHA74,,NHLBI,crt_review_table_112.tex,155,Wright et al.,wrightCommunityMobilisationAdoption2025,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKEB2FHD,,NHLBI,crt_review_table_112.tex,156,Wright et al.,wrightReducingPaediatricOverweight2020,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZF282NC,,NHLBI,crt_review_table_112.tex,157,Yawn et al.,yawnUseAsthmaAPGAR2018,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44SJ3WXZ,,NHLBI,crt_review_table_112.tex,158,Youssouf et al.,youssoufDesigningImplementationScience2024,cite_key_author_year,100,1,1,pilot_study,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQRYLPB6,,NHLBI,crt_review_table_112.tex,159,Yuan et al.,yuanAchievingCardiovascularHealth2025,cite_key_author_year,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V6LBW3SS,,NHLBI,NHLBI_exclusions_178.csv,1,"Blum, Moritz (2025)",Blum2025,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s11136-024-03823-9,39503943,"Ignore03_NHLBI exclusion document, category headings"
XYJLRGVC,remapped from Y3Z3PR9V (NCI/NHLBI duplicate merge),NHLBI,NHLBI_exclusions_178.csv,2,"Coats, Heather (2018)",Coats2018,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jpainsymman.2018.07.005,30025937,"Ignore03_NHLBI exclusion document, category headings"
JZHSJF4P,,NHLBI,NHLBI_exclusions_178.csv,3,"Cummings, Doyle M (2023)",Cummings2023,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40615-022-01431-2,36271193,"Ignore03_NHLBI exclusion document, category headings"
CRIGG2QL,,NHLBI,NHLBI_exclusions_178.csv,4,"Gans, Kim M (2019)",Gans2019,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1089/chi.2018.0083,30707598,"Ignore03_NHLBI exclusion document, category headings"
WTQJUCGN,,NHLBI,NHLBI_exclusions_178.csv,5,"Gans, Kim M (2022)",Gans2022,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1089/chi.2021.0094,34851731,"Ignore03_NHLBI exclusion document, category headings"
M36AICFG,,NHLBI,NHLBI_exclusions_178.csv,6,"Gilbert, Amanda (2025)",Gilbert2025,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3389/fpubh.2025.1498450,39975777,"Ignore03_NHLBI exclusion document, category headings"
CU6USZZG,,NHLBI,NHLBI_exclusions_178.csv,7,"Jeans, Matthew R (2022)",Jeans2022,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jand.2021.10.014,34634512,"Ignore03_NHLBI exclusion document, category headings"
2LB9GQLG,,NHLBI,NHLBI_exclusions_178.csv,8,"Jiang, Qianxia (2021)",Jiang2021,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1155/2021/6697006,34659829,"Ignore03_NHLBI exclusion document, category headings"
LD2EYF43,,NHLBI,NHLBI_exclusions_178.csv,9,"Jiang, Qianxia (2023)",Jiang2023,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5888/pcd20.220325,37441753,"Ignore03_NHLBI exclusion document, category headings"
WJWMFQRJ,,NHLBI,NHLBI_exclusions_178.csv,10,"Marks, Jennifer (2018)",Marks2018,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1093/tbm/iby026,30016518,"Ignore03_NHLBI exclusion document, category headings"
YAIMEWET,,NHLBI,NHLBI_exclusions_178.csv,11,"Thakkar, Aarti (2022)",Thakkar2022,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1186/s12913-022-07699-8,35255913,"Ignore03_NHLBI exclusion document, category headings"
BDSYFVYJ,,NHLBI,NHLBI_exclusions_178.csv,12,"Tovar, Alison (2018)",Tovar2018,doi,100,1,1,baseline_only,Baseline analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jand.2018.08.154,30497638,"Ignore03_NHLBI exclusion document, category headings"
2EQE8HSV,,NHLBI,NHLBI_exclusions_178.csv,13,"Barbaro, Ryan P (2018)",Barbaro2018,doi,100,1,1,cohort_study,Cohort study,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1164/rccm.201709-1893OC,29373797,"Ignore03_NHLBI exclusion document, category headings"
E8BGTQDI,,NHLBI,NHLBI_exclusions_178.csv,14,"Curley, Martha A Q (2018)",Curley2018,doi,100,1,1,cohort_study,Cohort study,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.cct.2018.07.004,30017814,"Ignore03_NHLBI exclusion document, category headings"
S26WZS8D,,NHLBI,NHLBI_exclusions_178.csv,15,"Hickey, Matthew D (2025)",Hickey2025,doi,100,1,1,cohort_study,Cohort study,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1002/jia2.26500,40622370,"Ignore03_NHLBI exclusion document, category headings"
3MBN8DIA,,NHLBI,NHLBI_exclusions_178.csv,16,"Leite, Jean Michel R S (2024)",Leite2024,doi,100,1,1,comment_or_letter,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/24733938.2023.2190998,36914960,"Ignore03_NHLBI exclusion document, category headings"
4ME98BI9,,NHLBI,NHLBI_exclusions_178.csv,17,"Li, Fan (2020)",Li2020,doi,100,1,1,comment_or_letter,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1093/ije/dyaa037,32211886,"Ignore03_NHLBI exclusion document, category headings"
KESZW83P,,NHLBI,NHLBI_exclusions_178.csv,18,"Semler, Matthew W (2018)",Semler2018,doi,100,1,1,comment_or_letter,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1056/NEJMc1804294,29768150,"Ignore03_NHLBI exclusion document, category headings"
S59FZ9BB,,NHLBI,NHLBI_exclusions_178.csv,19,"Catley, Delwyn (2020)",Catley2020,doi,100,1,1,implementation_study,Implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1093/tbm/ibz187,31909412,"Ignore03_NHLBI exclusion document, category headings"
4EYIVLJR,,NHLBI,NHLBI_exclusions_178.csv,20,"Clark, Taylor L (2022)",Clark2022,doi,100,1,1,implementation_study,Implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1093/tbm/ibab144,34791499,"Ignore03_NHLBI exclusion document, category headings"
Z7NF2G6Q,remapped from BMCWCLQH (NCI/NHLBI duplicate merge),NHLBI,NHLBI_exclusions_178.csv,21,"Gilbert, Amanda (2022)",Gilbert2022,doi,100,1,1,implementation_study,Implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1123/jpah.2021-0677,35272263,"Ignore03_NHLBI exclusion document, category headings"
2UPNUCNS,,NHLBI,NHLBI_exclusions_178.csv,22,"Luecking, Courtney T (2021)",Luecking2021,doi,100,1,1,implementation_study,Implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1093/tbm/ibab001,33538306,"Ignore03_NHLBI exclusion document, category headings"
S42UTYP4,,NHLBI,NHLBI_exclusions_178.csv,23,"Pillsbury, Mc Kinsey M (2021)",Pillsbury2021,doi,100,1,1,implementation_study,Implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1186/s12913-021-06930-2,34479556,"Ignore03_NHLBI exclusion document, category headings"
YFHGVNZN,,NHLBI,NHLBI_exclusions_178.csv,24,"Singh, Kavita (2019)",Singh2019,doi,100,1,1,implementation_study,Implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1186/s13012-019-0857-7,30728053,"Ignore03_NHLBI exclusion document, category headings"
ZFMGD92P,,NHLBI,NHLBI_exclusions_178.csv,25,"Tian, Maoyi (2018)",Tian2018,doi,100,1,1,implementation_study,Implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1186/s12992-018-0342-0,29490675,"Ignore03_NHLBI exclusion document, category headings"
LRDYLR4Y,,NHLBI,NHLBI_exclusions_178.csv,26,"Tovar, Alison (2019)",Tovar2019,doi,100,1,1,implementation_study,Implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1017/S1368980018002665,30378521,"Ignore03_NHLBI exclusion document, category headings"
8MGIPU3P,,NHLBI,NHLBI_exclusions_178.csv,27,"Trivedi, Michelle (2021)",Trivedi2021,doi,100,1,1,implementation_study,Implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.cct.2021.106510,34280575,"Ignore03_NHLBI exclusion document, category headings"
