pmid,citation_key,first_author,year,title,journal,volume,issue,pages,doi,exclusion_reason,reason_source,all_authors
40163121,Douin2025,"Douin, David J",2025,Targeted Normoxemia and Supplemental Oxygen-Free Days in Critically Injured  Adults: A Stepped-Wedge Cluster Randomized Clinical Trial,JAMA Netw Open,8,3,e252093,10.1001/jamanetworkopen.2025.2093,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Douin, David J; Rice, John D; Anderson, Erin L; Jackson, Conner L; Cheng, Alex C; Xiao, Mengli; Cwik, Jessica; Beaty, Laurel E; Wild, Jessica L; Daya, Mohamud R; Doshi, Pratik B; Eastham, Shannon C; Goodman, Michael D; Gunn, Scott R; Haukoos, Jason S; Hudson, Jessica A; Jansen, Jan O; McMullan, Jason T; Rizzo, Julie A; Schreiber, Martin A; Self, Wesley H; Semler, Matthew W; Steinwand, Aimee; Werner, Nicole; Bebarta, Vikhyat S; Schauer, Steven G; Ginde, Adit A"
35229621,Kondal2022,"Kondal, Dimple",2022,Structured Lifestyle Modification Interventions Involving Frontline Health  Workers for Population-Level Blood Pressure Reduction: Results of a Cluster  Randomized Controlled Trial in India (DISHA Study),J Am Heart Assoc,11,6,e023526,10.1161/JAHA.121.023526,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Kondal, Dimple; Jeemon, Panniyammakal; Manimunda, Sathyaprakash; Narayanan, Gitanjali; Purty, Anil Jacob; Negi, Prakash Chand; Ladhani, Sulaiman Sadruddin; Sanghvi, Jyoti; Singh, Kuldeep; Deshpande, Ajit; Sobti, Nidhi; Toteja, Gurudayal Singh; Prabhakaran, Dorairaj"
36319061,Mart2022,"Mart, Matthew F",2022,Cognitive Outcomes in the Pragmatic Investigation of optimaL Oxygen Targets  (CO-PILOT) trial: protocol and statistical analysis plan,BMJ Open,12,11,e064517,10.1136/bmjopen-2022-064517,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Mart, Matthew F; Semler, Matthew W; Bernard, Gordon; Casey, Jonathan D; Ely, E Wesley; Freundlich, Robert; Jackson, James C; Kiehl, Amy; Jenkins, Cathy; Wang, Guanchao; Lindsell, Christopher; Bryant, Patsy; Rice, Todd W; Self, Wesley H; Stollings, Joanna; Wanderer, Jonathan P; Wang, Li; Han, Jin Ho"
29485925,Semler2018a,"Semler, Matthew W",2018,Balanced Crystalloids versus Saline in Critically Ill Adults,N Engl J Med,378,9,829-839,10.1056/NEJMoa1711584,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Semler, Matthew W; Self, Wesley H; Wanderer, Jonathan P; Ehrenfeld, Jesse M; Wang, Li; Byrne, Daniel W; Stollings, Joanna L; Kumar, Avinash B; Hughes, Christopher G; Hernandez, Antonio; Guillamondegui, Oscar D; May, Addison K; Weavind, Liza; Casey, Jonathan D; Siew, Edward D; Shaw, Andrew D; Bernard, Gordon R; Rice, Todd W"
32084445,Takada2020,"Takada, Sae",2020,Reducing cardiovascular risk among people living with HIV: Rationale and design  of the INcreasing Statin Prescribing in HIV Behavioral Economics REsearch  (INSPIRE) randomized controlled trial,Prog Cardiovasc Dis,63,2,109-117,10.1016/j.pcad.2020.02.012,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Takada, Sae; Ober, Allison J; Currier, Judith S; Goldstein, Noah J; Horwich, Tamara B; Mittman, Brian S; Shu, Suzanne B; Tseng, Chi-Hong; Vijayan, Tara; Wali, Soma; Cunningham, William E; Ladapo, Joseph A"
31805973,Vaughn2019a,"Vaughn, Amber E",2019,The impact of basic vs. enhanced Go NAPSACC on child care centers' healthy eating  and physical activity practices: protocol for a type 3 hybrid  effectiveness-implementation cluster-randomized trial,Implement Sci,14,1,101,10.1186/s13012-019-0949-4,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Vaughn, Amber E; Studts, Christina R; Powell, Byron J; Ammerman, Alice S; Trogdon, Justin G; Curran, Geoffrey M; Hales, Derek; Willis, Erik; Ward, Dianne S"
33231679,Vaughn2021,"Vaughn, Amber E",2021,"Evaluating a child care-based social marketing approach for improving children's  diet and physical activity: results from the Healthy Me, Healthy We  cluster-randomized controlled trial",Transl Behav Med,11,3,775-784,10.1093/tbm/ibaa113,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Vaughn, Amber E; Hennink-Kaminski, Heidi; Moore, Renee; Burney, Regan; Chittams, Jesse L; Parker, Portia; Luecking, Courtney T; Hales, Derek; Ward, Dianne S"
31487546,Vedanthan2019,"Vedanthan, Rajesh",2019,Community Health Workers Improve Linkage to Hypertension Care in Western Kenya,J Am Coll Cardiol,74,15,1897-1906,10.1016/j.jacc.2019.08.003,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Vedanthan, Rajesh; Kamano, Jemima H; DeLong, Allison K; Naanyu, Violet; Binanay, Cynthia A; Bloomfield, Gerald S; Chrysanthopoulou, Stavroula A; Finkelstein, Eric A; Hogan, Joseph W; Horowitz, Carol R; Inui, Thomas S; Menya, Diana; Orango, Vitalis; Velazquez, Eric J; Were, Martin C; Kimaiyo, Sylvester; Fuster, Valentin"
33888251,Vedanthan2021,"Vedanthan, Rajesh",2021,Group Medical Visit and Microfinance Intervention for Patients With Diabetes or  Hypertension in Kenya,J Am Coll Cardiol,77,16,2007-2018,10.1016/j.jacc.2021.03.002,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Vedanthan, Rajesh; Kamano, Jemima H; Chrysanthopoulou, Stavroula A; Mugo, Richard; Andama, Benjamin; Bloomfield, Gerald S; Chesoli, Cleophas W; DeLong, Allison K; Edelman, David; Finkelstein, Eric A; Horowitz, Carol R; Manyara, Simon; Menya, Diana; Naanyu, Violet; Orango, Vitalis; Pastakia, Sonak D; Valente, Thomas W; Hogan, Joseph W; Fuster, Valentin"
29501740,Ward2018,"Ward, Dianne S",2018,"Workplace health and safety intervention for child care staff: Rationale, design,  and baseline results from the CARE cluster randomized control trial",Contemp Clin Trials,68,,116-126,10.1016/j.cct.2018.02.018,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Ward, Dianne S; Vaughn, Amber E; Hales, Derek; Viera, Anthony J; Gizlice, Ziya; Bateman, Lori A; Grummon, Anna H; Arandia, Gabriela; Linnan, Laura A"
